EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime,PerformanceRating,Attrition
E1384,30,Female,Married,HR,HR Manager,2,Technical Degree,Travel_Rarely,9,5160,0,0,0,6,4,1,1,4,4,4,No,2,Yes
E1385,46,Male,Divorced,Finance,Finance Manager,5,Other,Non-Travel,20,9695,15,10,5,23,0,1,2,4,2,2,No,2,No
E1386,47,Male,Single,Finance,Finance Manager,2,Marketing,Travel_Frequently,23,6148,4,0,0,9,1,2,1,2,4,3,No,2,No
E1387,38,Male,Single,R&D,Lab Technician,1,Marketing,Travel_Rarely,8,8304,16,6,2,23,0,4,3,1,3,2,No,2,No
E1388,57,Female,Divorced,Customer Support,Support Representative,2,Medical,Travel_Rarely,21,6509,13,3,3,20,1,1,1,2,1,3,Yes,2,No
E1389,58,Male,Single,Operations,Ops Manager,5,Marketing,Travel_Rarely,12,5196,5,0,0,9,5,4,2,1,3,3,No,3,No
E1390,47,Female,Married,Finance,Financial Analyst,5,Marketing,Travel_Rarely,9,6816,0,0,0,1,3,1,4,4,4,3,No,3,No
E1391,51,Female,Married,Sales,Account Manager,3,Technical Degree,Travel_Rarely,21,8173,14,10,1,20,5,1,4,3,4,1,No,2,No
E1392,39,Female,Married,Marketing,Brand Manager,1,Marketing,Travel_Rarely,11,7377,5,5,1,14,5,3,2,4,4,3,No,3,No
E1393,34,Female,Married,Operations,Operations Analyst,2,Human Resources,Travel_Rarely,18,7552,16,8,0,25,5,3,1,4,2,4,Yes,3,No
E1394,48,Female,Married,Customer Support,Support Team Lead,5,Business,Travel_Rarely,5,4508,0,0,0,2,4,1,3,2,1,3,No,2,Yes
E1395,43,Male,Single,Finance,Financial Analyst,2,Medical,Travel_Rarely,14,9652,19,2,2,26,5,1,4,2,2,4,Yes,2,No
E1396,42,Male,Divorced,R&D,Lab Technician,3,Medical,Travel_Rarely,9,8454,8,8,6,12,1,3,4,4,3,1,No,2,No
E1397,40,Female,Married,Operations,Supply Chain Coordinator,3,Technical Degree,Travel_Frequently,12,5183,6,3,2,8,2,2,3,3,2,2,No,1,No
E1398,23,Female,Divorced,Sales,Account Manager,5,Medical,Travel_Frequently,27,5340,5,5,0,14,4,1,3,4,2,3,No,2,No
E1399,28,Female,Divorced,R&D,Research Scientist,3,Technical Degree,Travel_Rarely,2,6979,0,0,0,6,2,4,4,1,3,1,No,4,No
E1400,49,Male,Married,Finance,Accountant,5,Business,Travel_Rarely,21,6324,7,7,2,7,1,1,3,1,4,2,Yes,2,No
E1401,35,Male,Married,Operations,Supply Chain Coordinator,4,Business,Travel_Rarely,27,4923,0,0,0,1,4,2,2,3,1,2,No,3,No
E1402,56,Female,Divorced,Customer Support,Support Representative,3,Technical Degree,Travel_Rarely,13,6411,15,9,3,24,3,1,2,1,3,1,No,2,No
E1403,47,Male,Single,Sales,Sales Manager,1,Business,Travel_Rarely,4,10177,19,8,0,21,4,4,4,4,4,2,Yes,3,No
E1404,55,Female,Married,IT,IT Manager,2,Human Resources,Travel_Rarely,25,9276,12,1,1,16,1,2,3,3,2,2,No,2,No
E1405,34,Male,Single,R&D,Research Scientist,1,Marketing,Travel_Frequently,6,10130,13,5,1,18,2,3,1,2,1,2,No,2,No
E1406,53,Female,Divorced,Sales,Sales Executive,4,Other,Travel_Rarely,6,8663,16,7,6,19,5,4,3,1,1,4,Yes,3,No
E1407,27,Male,Single,R&D,R&D Manager,3,Human Resources,Travel_Rarely,1,8626,9,9,6,10,0,1,3,1,4,4,No,2,No
E1408,47,Male,Divorced,Operations,Operations Analyst,3,Marketing,Travel_Rarely,23,7942,18,6,3,25,6,1,4,2,1,2,Yes,2,No
E1409,35,Male,Divorced,R&D,Lab Technician,5,Human Resources,Travel_Rarely,5,11057,16,6,5,22,0,2,2,2,3,1,No,2,No
E1410,33,Male,Single,R&D,Research Scientist,1,Business,Travel_Rarely,24,7188,5,2,2,14,1,3,2,4,4,1,No,4,No
E1411,29,Female,Divorced,Marketing,Marketing Specialist,5,Technical Degree,Non-Travel,11,5427,0,0,0,7,3,2,3,3,3,1,No,3,Yes
E1412,51,Female,Married,HR,HR Specialist,3,Technical Degree,Travel_Rarely,21,5875,3,0,0,6,5,3,2,2,3,1,Yes,3,No
E1413,33,Female,Married,Customer Support,Support Team Lead,1,Business,Travel_Rarely,29,6584,15,6,2,15,3,3,1,2,1,4,No,3,No
E1414,22,Male,Married,R&D,Lab Technician,1,Life Sciences,Travel_Frequently,19,6617,0,0,0,4,6,3,1,2,2,4,Yes,3,Yes
E1415,23,Male,Married,Sales,Sales Executive,5,Business,Travel_Rarely,27,6381,5,5,5,14,4,1,4,3,2,4,Yes,2,No
E1416,29,Female,Single,Finance,Financial Analyst,3,Technical Degree,Travel_Frequently,20,6033,0,0,0,7,0,4,4,3,2,1,No,3,No
E1417,41,Male,Single,Marketing,Marketing Specialist,1,Business,Travel_Rarely,14,5808,3,3,3,8,3,1,2,2,1,4,No,2,No
E1418,33,Female,Single,R&D,R&D Manager,4,Other,Travel_Rarely,12,7122,0,0,0,3,0,1,1,3,1,3,No,2,Yes
E1419,37,Male,Divorced,R&D,Research Scientist,1,Marketing,Travel_Rarely,8,5238,0,0,0,2,0,4,2,2,1,4,No,2,No
E1420,26,Female,Married,Finance,Financial Analyst,4,Business,Non-Travel,20,7154,2,1,1,4,5,1,4,3,1,1,Yes,3,Yes
E1421,31,Male,Married,IT,IT Support,5,Technical Degree,Travel_Rarely,16,9786,13,1,1,19,3,4,3,3,4,4,Yes,3,No
E1422,44,Female,Single,Finance,Financial Analyst,3,Technical Degree,Travel_Rarely,25,9191,15,10,3,18,5,3,2,2,2,1,No,3,Yes
E1423,47,Female,Married,Operations,Ops Manager,3,Business,Travel_Rarely,6,7682,21,1,1,26,3,2,1,1,3,3,No,2,No
E1424,27,Male,Married,R&D,Research Scientist,1,Technical Degree,Non-Travel,25,7469,9,9,4,9,1,4,3,1,2,1,No,3,Yes
E1425,55,Male,Single,Operations,Ops Manager,3,Human Resources,Travel_Rarely,13,9570,19,4,4,27,4,2,3,4,1,1,No,3,No
E1426,45,Male,Divorced,Marketing,Brand Manager,3,Marketing,Non-Travel,2,6155,9,9,1,12,3,3,3,2,4,1,Yes,3,No
E1427,36,Male,Single,Sales,Sales Manager,5,Life Sciences,Non-Travel,25,5583,0,0,0,8,3,1,3,3,1,1,No,2,No
E1428,34,Female,Single,Customer Support,Support Representative,1,Human Resources,Travel_Rarely,27,4208,0,0,0,9,6,2,2,2,3,1,Yes,3,Yes
E1429,33,Male,Single,HR,HR Specialist,2,Business,Non-Travel,18,5623,11,11,1,20,5,2,2,1,4,4,No,3,Yes
E1430,47,Male,Married,HR,Recruiter,1,Business,Travel_Rarely,6,7193,10,1,0,16,2,1,3,2,1,4,No,2,No
E1431,49,Male,Single,Finance,Finance Manager,3,Marketing,Travel_Rarely,23,9189,21,1,1,30,6,1,4,3,4,1,Yes,3,No
E1432,53,Male,Divorced,Marketing,Brand Manager,2,Technical Degree,Travel_Rarely,18,7699,19,5,0,25,1,3,2,3,1,1,Yes,2,No
E1433,50,Female,Married,HR,HR Specialist,5,Medical,Travel_Rarely,16,6304,6,2,1,7,4,2,3,3,2,2,No,3,No
E1434,28,Female,Single,Operations,Ops Manager,5,Other,Travel_Frequently,14,7902,10,10,1,10,4,2,4,2,2,2,No,3,No
E1435,31,Male,Married,R&D,R&D Manager,3,Other,Non-Travel,18,6077,0,0,0,8,1,1,3,1,2,2,No,2,Yes
E1436,40,Male,Single,R&D,R&D Manager,1,Marketing,Travel_Rarely,10,7024,0,0,0,5,3,1,1,2,2,4,Yes,2,Yes
E1437,36,Male,Divorced,Finance,Financial Analyst,2,Technical Degree,Travel_Rarely,7,8952,13,2,1,15,4,3,4,4,3,1,No,4,No
E1438,32,Male,Married,Sales,Sales Manager,1,Technical Degree,Travel_Frequently,13,5075,0,0,0,3,3,4,1,2,3,3,Yes,2,Yes
E1439,25,Male,Married,Sales,Sales Executive,2,Business,Travel_Frequently,8,5535,5,5,5,7,5,1,1,1,2,1,No,1,No
E1440,35,Male,Married,Operations,Operations Analyst,4,Marketing,Non-Travel,10,7686,17,2,2,24,2,1,4,1,4,2,Yes,3,No
E1441,51,Female,Married,Sales,Account Manager,1,Human Resources,Travel_Rarely,4,9282,20,6,2,23,3,3,2,2,4,1,No,3,No
E1442,58,Female,Married,Operations,Supply Chain Coordinator,5,Marketing,Travel_Rarely,25,5941,8,8,3,16,5,2,4,3,4,1,No,3,Yes
E1443,41,Female,Single,IT,IT Support,4,Medical,Travel_Rarely,10,10235,20,4,2,26,0,3,1,4,1,2,Yes,3,No
E1444,39,Male,Divorced,IT,Software Engineer,1,Human Resources,Travel_Rarely,26,9923,13,10,7,14,2,1,2,3,2,4,Yes,2,No
E1445,55,Male,Single,Sales,Sales Executive,3,Human Resources,Travel_Rarely,26,4916,0,0,0,8,2,2,3,2,4,4,No,3,No
E1446,57,Male,Married,HR,HR Manager,2,Human Resources,Travel_Rarely,19,7408,15,10,5,20,5,4,1,2,2,1,No,2,No
E1447,38,Female,Married,Finance,Finance Manager,4,Technical Degree,Non-Travel,27,8004,12,9,1,15,6,1,2,1,4,1,No,3,Yes
E1448,53,Female,Single,R&D,R&D Manager,5,Technical Degree,Travel_Rarely,20,7735,5,2,2,13,6,3,1,3,2,2,Yes,2,No
E1449,33,Male,Single,R&D,Lab Technician,4,Technical Degree,Non-Travel,21,5381,0,0,0,5,5,2,3,2,1,2,No,2,No
E1450,22,Male,Divorced,Customer Support,Support Representative,2,Technical Degree,Non-Travel,22,4912,0,0,0,6,6,4,2,3,3,3,Yes,4,No
E1451,56,Male,Single,Sales,Sales Manager,2,Human Resources,Non-Travel,10,6039,10,3,3,18,4,3,3,4,1,3,No,2,No
E1452,42,Male,Single,IT,Software Engineer,5,Life Sciences,Travel_Rarely,9,8578,4,4,4,8,2,1,4,4,4,3,Yes,2,No
E1453,21,Female,Single,Marketing,Brand Manager,3,Medical,Non-Travel,2,5599,3,1,1,4,0,4,3,2,2,4,Yes,2,No
E1454,23,Male,Single,Sales,Sales Manager,1,Human Resources,Travel_Frequently,12,4621,0,0,0,2,6,3,1,2,4,4,Yes,3,No
E1455,37,Male,Married,R&D,R&D Manager,1,Other,Travel_Rarely,14,6055,1,1,1,3,6,2,4,1,2,1,Yes,3,Yes
E1456,32,Female,Single,Finance,Accountant,4,Marketing,Travel_Rarely,16,6267,0,0,0,6,0,4,2,4,1,4,No,2,No
E1457,42,Male,Single,IT,IT Manager,2,Technical Degree,Non-Travel,29,8491,10,5,4,15,3,1,1,2,3,4,Yes,2,No
E1458,26,Male,Married,Sales,Sales Executive,5,Other,Travel_Rarely,29,6066,6,6,3,12,3,1,1,4,4,3,No,2,No
E1459,36,Male,Married,IT,Software Engineer,1,Other,Non-Travel,27,8177,11,9,2,17,5,3,3,4,3,4,No,3,No
E1460,30,Male,Married,Sales,Account Manager,1,Business,Travel_Frequently,15,7003,11,2,2,20,6,2,2,4,3,1,No,3,No
E1461,49,Female,Single,R&D,Lab Technician,3,Business,Travel_Rarely,26,8235,11,5,0,16,1,2,1,2,4,4,Yes,2,Yes
E1462,23,Female,Married,Sales,Account Manager,5,Marketing,Non-Travel,4,6968,5,4,0,7,3,1,2,2,3,4,No,2,Yes
E1463,51,Female,Married,Customer Support,Support Team Lead,1,Human Resources,Travel_Rarely,7,7728,16,1,1,19,6,1,1,4,1,3,Yes,3,Yes
E1464,44,Male,Divorced,Customer Support,Support Representative,2,Life Sciences,Travel_Rarely,27,3966,3,3,3,10,3,1,3,1,1,4,No,2,Yes
E1465,49,Female,Married,HR,HR Specialist,2,Business,Travel_Rarely,5,7232,9,8,1,15,4,1,2,2,1,4,No,2,No
E1466,29,Male,Married,Operations,Operations Analyst,5,Human Resources,Travel_Rarely,14,5968,9,9,2,11,5,2,4,4,1,4,Yes,2,No
E1467,33,Male,Divorced,Sales,Sales Manager,1,Technical Degree,Non-Travel,5,6203,10,9,4,16,1,3,1,4,1,4,Yes,2,Yes
E1468,58,Female,Divorced,Finance,Finance Manager,2,Other,Travel_Rarely,17,6160,5,5,3,14,4,1,4,3,3,3,No,2,No
E1469,40,Female,Single,R&D,Lab Technician,5,Other,Travel_Rarely,18,10106,19,9,5,28,3,1,4,4,4,3,No,2,No
E1470,47,Male,Married,Finance,Accountant,3,Business,Travel_Frequently,25,10083,19,9,7,22,0,3,4,4,2,3,Yes,3,No
E1471,27,Female,Single,R&D,R&D Manager,3,Technical Degree,Travel_Rarely,12,6541,0,0,0,2,4,1,2,2,3,2,No,2,Yes
E1472,40,Female,Single,Operations,Supply Chain Coordinator,4,Medical,Travel_Frequently,28,7929,20,10,3,26,2,3,1,4,1,2,Yes,2,No
E1473,23,Female,Single,HR,HR Specialist,3,Marketing,Travel_Rarely,6,5998,5,0,0,7,3,4,2,4,1,1,No,3,No
E1474,46,Male,Married,Finance,Financial Analyst,1,Other,Travel_Frequently,1,5040,0,0,0,4,0,4,4,2,4,3,No,4,No
E1475,23,Female,Single,Finance,Financial Analyst,4,Medical,Travel_Frequently,19,6752,0,0,0,7,3,3,3,4,4,1,Yes,3,No
E1476,42,Female,Divorced,R&D,R&D Manager,3,Business,Travel_Rarely,23,8755,12,7,6,14,5,1,3,2,2,2,No,2,No
E1477,51,Female,Married,Finance,Financial Analyst,5,Other,Non-Travel,26,8950,17,1,1,26,2,1,4,2,4,4,No,2,No
E1478,23,Female,Married,Operations,Operations Analyst,5,Technical Degree,Travel_Frequently,22,5640,0,0,0,0,5,4,4,4,2,1,No,3,No
E1479,42,Female,Single,Operations,Ops Manager,4,Business,Travel_Rarely,23,6655,4,2,2,8,0,4,2,1,1,4,Yes,2,Yes
E1480,42,Male,Married,Sales,Sales Executive,2,Business,Travel_Frequently,3,9903,18,9,1,26,3,3,3,1,3,2,No,3,No
E1481,41,Female,Divorced,Operations,Supply Chain Coordinator,3,Human Resources,Non-Travel,1,7231,8,4,4,17,1,3,2,1,2,4,No,2,No
E1482,50,Female,Married,Sales,Account Manager,3,Human Resources,Travel_Rarely,1,8810,21,11,1,25,3,1,1,1,3,3,No,2,No
E1483,47,Male,Single,Operations,Operations Analyst,5,Life Sciences,Non-Travel,29,8177,17,9,0,19,2,4,1,1,4,4,No,4,No
E1484,38,Male,Married,Marketing,Marketing Specialist,1,Other,Travel_Frequently,16,5464,6,6,6,8,5,1,1,3,3,4,No,2,No
E1485,47,Male,Single,Operations,Supply Chain Coordinator,4,Life Sciences,Non-Travel,18,4733,2,2,1,10,3,2,3,2,2,2,No,3,Yes
E1486,53,Male,Married,Marketing,Marketing Manager,2,Other,Travel_Frequently,5,10207,21,0,0,30,1,2,1,2,4,4,No,3,No
E1487,46,Male,Divorced,R&D,R&D Manager,4,Marketing,Non-Travel,16,11681,19,8,1,20,2,1,2,3,3,2,Yes,2,No
E1488,58,Male,Single,Customer Support,Support Team Lead,1,Marketing,Travel_Rarely,13,5509,10,5,3,19,3,1,3,3,1,1,No,2,No
E1489,40,Male,Married,IT,Software Engineer,1,Business,Travel_Frequently,10,8797,8,8,1,11,1,1,4,4,3,1,No,3,No
E1490,59,Male,Single,Finance,Finance Manager,2,Technical Degree,Travel_Rarely,11,7343,8,7,7,9,1,3,4,1,2,4,Yes,3,No
E1491,51,Male,Married,R&D,R&D Manager,5,Human Resources,Travel_Frequently,1,7907,13,1,1,13,5,2,3,2,4,3,No,3,No
E1492,45,Male,Single,IT,Software Engineer,3,Life Sciences,Travel_Rarely,10,7162,8,4,3,8,5,1,3,3,2,3,Yes,2,Yes
E1493,27,Male,Single,Finance,Finance Manager,5,Medical,Travel_Rarely,25,6778,9,0,0,13,1,1,2,1,2,2,No,2,No
E1494,46,Female,Single,Sales,Sales Manager,4,Life Sciences,Travel_Frequently,17,8717,17,6,6,22,4,3,1,3,4,2,Yes,3,Yes
E1495,46,Female,Married,R&D,R&D Manager,2,Human Resources,Travel_Rarely,3,8307,11,6,6,14,5,2,4,1,2,4,No,2,No
E1496,27,Female,Single,Sales,Sales Executive,2,Other,Non-Travel,23,6071,0,0,0,5,4,3,2,4,4,4,Yes,3,No
E1497,33,Male,Married,Finance,Financial Analyst,5,Life Sciences,Travel_Frequently,22,7223,8,2,2,12,3,2,4,3,4,3,Yes,3,Yes
E1498,35,Female,Single,R&D,Lab Technician,5,Medical,Travel_Rarely,8,7464,2,2,2,11,1,4,3,2,1,4,No,2,No
E1499,25,Female,Divorced,Sales,Sales Executive,3,Business,Non-Travel,21,7652,7,7,1,8,1,1,2,2,3,1,No,2,Yes
E1500,41,Male,Married,Marketing,Brand Manager,2,Human Resources,Travel_Rarely,21,6245,1,1,1,9,0,2,3,1,2,1,No,2,No
E1501,48,Female,Married,R&D,Research Scientist,4,Technical Degree,Travel_Frequently,23,10551,14,4,0,18,1,4,1,1,3,4,No,2,Yes
E1502,27,Male,Divorced,Customer Support,Support Representative,4,Business,Travel_Rarely,25,4589,6,3,3,14,5,4,2,3,2,2,Yes,3,No
E1503,55,Female,Single,Operations,Operations Analyst,3,Life Sciences,Travel_Rarely,26,8367,14,11,1,20,1,4,2,4,2,1,Yes,2,No
E1504,44,Male,Divorced,R&D,Research Scientist,1,Marketing,Travel_Rarely,6,8783,15,6,3,20,0,3,1,3,1,2,Yes,2,No
E1505,26,Male,Married,R&D,Lab Technician,2,Other,Travel_Rarely,13,9192,8,4,3,9,5,4,3,3,3,4,No,3,No
E1506,38,Male,Divorced,Sales,Sales Manager,4,Marketing,Travel_Rarely,2,9270,14,6,0,19,4,4,1,1,2,2,No,3,No
E1507,24,Male,Single,R&D,R&D Manager,3,Business,Travel_Rarely,15,8421,6,6,1,11,3,2,3,2,2,3,No,3,No
E1508,55,Male,Single,Finance,Finance Manager,2,Marketing,Travel_Frequently,24,9182,17,2,2,18,6,3,1,1,1,4,Yes,3,Yes
E1509,41,Female,Single,Sales,Account Manager,1,Human Resources,Travel_Rarely,3,5194,0,0,0,3,0,2,1,3,3,1,Yes,2,No
E1510,27,Female,Married,Finance,Financial Analyst,1,Life Sciences,Travel_Rarely,23,6264,3,3,3,7,4,2,4,3,1,2,No,2,No
E1511,38,Female,Divorced,Sales,Account Manager,2,Human Resources,Travel_Frequently,29,6346,5,5,2,14,5,4,3,2,4,3,No,3,No
E1512,52,Male,Married,Sales,Sales Executive,4,Technical Degree,Travel_Rarely,5,7766,8,4,4,14,3,3,2,2,3,4,Yes,3,No
E1513,24,Female,Married,Sales,Account Manager,2,Technical Degree,Travel_Rarely,23,6052,6,6,3,6,3,2,4,4,3,4,Yes,2,No
E1514,59,Male,Married,R&D,Lab Technician,3,Marketing,Travel_Frequently,22,8359,11,10,7,12,0,3,4,4,3,1,No,3,No
E1515,30,Male,Married,Operations,Supply Chain Coordinator,4,Human Resources,Travel_Rarely,6,7342,10,1,1,17,2,3,3,3,3,3,No,3,No
E1516,39,Female,Single,R&D,Research Scientist,5,Other,Travel_Rarely,9,7565,7,1,1,12,2,1,1,3,2,2,No,2,No
E1517,41,Female,Single,Operations,Operations Analyst,3,Life Sciences,Travel_Rarely,19,7280,10,0,0,12,2,3,4,1,3,3,Yes,3,No
E1518,58,Male,Divorced,Finance,Financial Analyst,5,Medical,Travel_Frequently,9,7023,9,9,4,17,6,3,3,2,3,4,No,3,Yes
E1519,26,Female,Single,R&D,Lab Technician,5,Life Sciences,Travel_Rarely,21,7518,8,5,5,11,4,3,2,2,2,4,No,2,No
E1520,50,Male,Single,Customer Support,Support Representative,1,Marketing,Travel_Rarely,13,7219,14,2,2,19,6,2,2,1,3,4,No,2,Yes
E1521,43,Male,Married,IT,IT Manager,5,Other,Travel_Rarely,25,7698,4,4,3,11,3,3,4,2,4,1,No,3,No
E1522,49,Male,Single,Sales,Sales Manager,4,Technical Degree,Travel_Rarely,19,7465,19,5,5,24,6,2,4,1,1,1,Yes,3,No
E1523,24,Male,Married,HR,HR Specialist,2,Medical,Non-Travel,3,6527,6,1,1,11,1,4,1,1,2,1,No,3,No
E1524,48,Male,Single,Finance,Finance Manager,4,Human Resources,Non-Travel,6,6441,8,8,2,8,6,1,3,4,3,1,No,2,No
E1525,46,Female,Married,R&D,R&D Manager,5,Technical Degree,Travel_Frequently,12,10453,15,3,1,17,2,4,3,1,4,4,Yes,4,No
E1526,33,Male,Married,R&D,Research Scientist,2,Technical Degree,Travel_Rarely,16,6795,0,0,0,6,6,1,2,4,3,3,Yes,2,No
E1527,45,Female,Single,Customer Support,Support Team Lead,2,Business,Non-Travel,4,6448,10,4,0,13,4,2,4,2,1,4,Yes,3,No
E1528,24,Male,Single,Operations,Supply Chain Coordinator,4,Human Resources,Non-Travel,3,5041,6,6,1,10,0,4,4,3,2,4,No,3,Yes
E1529,50,Female,Single,IT,IT Manager,4,Medical,Travel_Rarely,23,6089,2,2,2,5,2,2,4,3,1,3,No,2,No
E1530,30,Female,Married,R&D,Research Scientist,1,Medical,Travel_Rarely,6,5809,0,0,0,4,2,1,2,1,3,4,No,2,Yes
E1531,56,Male,Married,Operations,Supply Chain Coordinator,5,Medical,Travel_Frequently,22,7733,10,10,2,19,5,4,2,3,2,2,Yes,2,No
E1532,51,Female,Married,Finance,Financial Analyst,1,Business,Travel_Rarely,2,8490,15,4,2,16,1,2,2,2,2,1,No,2,No
E1533,57,Male,Divorced,Marketing,Marketing Manager,5,Human Resources,Non-Travel,12,8242,17,11,3,23,4,1,2,4,3,2,No,3,Yes
E1534,25,Male,Single,Sales,Sales Executive,1,Other,Travel_Frequently,5,5916,0,0,0,2,1,4,2,1,1,1,Yes,3,Yes
E1535,51,Male,Single,Sales,Sales Manager,5,Technical Degree,Travel_Rarely,7,8897,13,9,3,20,3,2,4,4,2,2,No,2,No
E1536,28,Male,Married,Marketing,Marketing Manager,1,Other,Travel_Frequently,7,6368,10,9,6,18,4,1,2,3,2,3,No,2,No
E1537,43,Female,Single,IT,IT Support,5,Human Resources,Travel_Rarely,27,8908,14,11,1,20,0,2,4,2,4,3,Yes,4,No
E1538,52,Female,Single,Sales,Sales Executive,1,Technical Degree,Travel_Rarely,5,4445,0,0,0,2,2,1,3,3,4,4,No,3,Yes
E1539,48,Male,Married,IT,IT Support,3,Life Sciences,Travel_Frequently,6,10879,20,9,5,29,3,4,1,4,1,4,No,2,No
E1540,59,Male,Single,HR,Recruiter,4,Technical Degree,Travel_Frequently,27,6776,18,9,7,23,6,1,3,1,3,1,Yes,3,No
E1541,42,Male,Married,Sales,Sales Manager,4,Marketing,Travel_Rarely,2,6342,3,2,2,10,0,3,2,4,3,3,Yes,2,No
E1542,47,Male,Married,R&D,R&D Manager,3,Other,Non-Travel,13,8610,18,6,2,24,1,2,3,1,3,1,No,2,No
E1543,48,Female,Married,Sales,Sales Manager,3,Technical Degree,Travel_Rarely,21,6082,1,1,1,1,4,2,2,3,4,2,No,2,No
E1544,44,Female,Single,Finance,Financial Analyst,1,Business,Travel_Rarely,8,7785,4,4,4,4,6,3,2,2,1,4,Yes,2,Yes
E1545,45,Male,Single,Customer Support,Support Representative,5,Human Resources,Travel_Rarely,21,4037,0,0,0,1,4,1,1,1,3,1,No,2,Yes
E1546,50,Male,Married,R&D,Research Scientist,5,Life Sciences,Travel_Rarely,7,7263,9,8,7,10,0,1,1,3,1,1,No,2,No
E1547,44,Male,Married,Operations,Operations Analyst,2,Human Resources,Non-Travel,26,7012,10,5,5,17,2,4,3,1,3,3,No,3,Yes
E1548,58,Male,Married,R&D,Lab Technician,2,Business,Travel_Rarely,2,11674,20,1,1,24,5,1,1,1,3,1,Yes,2,No
E1549,25,Female,Divorced,Sales,Sales Manager,2,Technical Degree,Travel_Frequently,17,6179,7,7,3,8,1,3,3,2,4,2,No,3,No
E1550,21,Male,Single,Customer Support,Support Team Lead,3,Life Sciences,Travel_Rarely,19,4906,0,0,0,2,2,2,2,1,4,4,No,2,Yes
E1551,50,Female,Married,IT,IT Support,4,Technical Degree,Travel_Rarely,17,9168,9,9,0,14,6,3,4,2,2,4,No,3,No
E1552,25,Female,Married,Sales,Account Manager,1,Other,Travel_Rarely,29,5632,0,0,0,4,4,3,3,2,2,4,No,3,No
E1553,28,Male,Single,R&D,R&D Manager,4,Medical,Non-Travel,12,6132,0,0,0,0,5,4,3,3,3,3,No,3,Yes
E1554,46,Female,Married,Finance,Finance Manager,4,Technical Degree,Non-Travel,24,11310,21,6,0,26,4,2,4,1,3,1,No,2,No
E1555,51,Female,Married,Marketing,Brand Manager,2,Life Sciences,Travel_Rarely,23,9076,20,11,4,29,5,3,3,4,3,2,No,3,No
E1556,26,Female,Single,R&D,Lab Technician,4,Technical Degree,Travel_Rarely,13,9111,7,7,1,7,5,4,2,2,2,3,Yes,3,No
E1557,57,Male,Single,Sales,Account Manager,4,Technical Degree,Travel_Rarely,22,7622,11,9,2,20,3,3,3,1,3,4,No,3,No
E1558,58,Female,Married,R&D,R&D Manager,4,Life Sciences,Travel_Rarely,13,9665,11,3,3,13,5,4,1,4,3,4,No,2,Yes
E1559,40,Male,Married,Finance,Accountant,2,Human Resources,Travel_Frequently,27,8563,16,1,1,20,1,3,1,1,1,4,No,2,No
E1560,51,Female,Single,IT,IT Manager,4,Marketing,Travel_Rarely,23,10467,20,1,1,23,5,1,2,1,4,2,No,3,No
E1561,48,Female,Divorced,Sales,Sales Executive,5,Marketing,Travel_Rarely,24,9078,19,5,5,26,5,3,4,1,1,4,No,2,No
E1562,47,Male,Divorced,Operations,Supply Chain Coordinator,3,Human Resources,Travel_Rarely,22,9619,19,11,5,22,1,4,2,1,2,2,No,3,No
E1563,21,Male,Single,Operations,Supply Chain Coordinator,4,Medical,Travel_Rarely,3,5815,3,3,2,5,6,3,2,1,4,2,No,3,No
E1564,27,Male,Single,R&D,Lab Technician,1,Life Sciences,Travel_Rarely,22,7112,6,6,2,9,0,3,4,2,4,3,No,2,No
E1565,55,Female,Single,HR,HR Specialist,2,Human Resources,Travel_Rarely,23,6080,8,6,5,9,1,4,1,3,2,2,Yes,2,No
E1566,47,Male,Married,Sales,Sales Manager,2,Technical Degree,Travel_Rarely,21,5040,0,0,0,6,6,1,1,4,2,4,No,2,No
E1567,32,Male,Married,Finance,Finance Manager,3,Life Sciences,Travel_Frequently,26,9230,12,7,5,16,1,2,3,1,4,3,No,3,No
E1568,50,Female,Single,Marketing,Brand Manager,2,Medical,Non-Travel,11,7732,15,11,4,17,2,4,1,2,2,3,No,3,No
E1569,25,Male,Married,R&D,Research Scientist,4,Business,Travel_Rarely,18,6010,2,1,1,9,0,2,2,1,4,2,No,3,No
E1570,40,Male,Single,Finance,Accountant,3,Other,Travel_Rarely,29,7521,4,4,4,13,2,2,4,2,2,1,No,3,Yes
E1571,37,Female,Single,Operations,Supply Chain Coordinator,3,Human Resources,Travel_Rarely,24,4767,0,0,0,1,1,1,1,1,3,1,No,3,Yes
E1572,35,Male,Divorced,Sales,Sales Executive,2,Life Sciences,Non-Travel,22,6632,12,11,0,17,5,4,3,3,3,2,No,4,No
E1573,27,Male,Divorced,R&D,Research Scientist,4,Other,Travel_Rarely,19,6643,0,0,0,1,6,3,2,3,3,1,No,4,No
E1574,24,Female,Divorced,R&D,Research Scientist,4,Other,Travel_Rarely,16,7781,2,2,2,3,0,1,2,3,4,3,Yes,2,No
E1575,33,Male,Married,R&D,Research Scientist,3,Other,Travel_Rarely,12,6655,0,0,0,3,3,3,2,1,1,1,No,2,No
